a	vocal baja central.
atawara	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Carona con baticola para acémilas de carga <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
atayani	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Maestro de campo o proveedor de cualquier cosa como banquetes <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
athaña	<span foreground="#228B22">verbo transitivo.</span> <span foreground="#228B22">familiar.</span> Acción de cargar el bebé.
ati	<span foreground="#228B22">sustantivo.</span> Espalda cerca de la nuca.
ati	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Luna, divinidad.
atimaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Columna vertebral. // Hueso del cogote <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
atiña	<span foreground="#228B22">sustantivo.</span> Quesera. Molde donde se fabrica el queso.  <span foreground="#228B22">Sinón:</span> <i>tikaña.</i>\n <i><b> tapatira</b></i> <span foreground="#660099">(de castellano)</span>. Tapadera en forma de cinta hecha de paja. \n <i><b> istira</b></i> <span foreground="#660099">(de castellano)</span>. Estera hecha de paja.
atiña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Facultad, poder de hacer una cosa.
atiña	<span foreground="#228B22">verbo transitivo.</span> Tapiar la puerta con piedras u otras cosas parecidas.
atini	<span foreground="#228B22">No estandarizado.</span> (sur.) Facultad, poder de obrar.
atinichaña	<span foreground="#228B22">verbo transitivo.</span> Facultar, conceder facultad a uno <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
atinisiña	<span foreground="#228B22">pronominal.</span> Atener (rae). Atenerse, arrimarse, adherirse. Adherirse a una persona o cosa, teniéndola por más segura. <span foreground="#228B22">Sinón:</span> <i>atint'asiña <span foreground="#660099">(de castellano)</span>.</i>
atinqara	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Solimán. Esta planta que el pueblo aymara también conoce con el nombre de <i>maransila</i>, es un purgante drástico en infusión. El látex se usa como cáustico <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>. <span foreground="#228B22">Sinón:</span> <i>maransila.</i>
atintaña	<span foreground="#228B22">verbo transitivo.</span> Encerrar con adobes o piedras.
atinu	<span foreground="#228B22">adjetivo.</span> Niño confiable en alguna actividad. Niño o anciano que se da cuenta cabal y en quien se puede confiar.
atipaña	<span foreground="#228B22">verbo transitivo.</span> Triunfar. Ganar, vencer. Ganar en competencia. <span foreground="#228B22">Sinón:</span> <i>atipjaña.</i>
atipasiña	<span foreground="#228B22">verbo intransitivo.</span> Competir. Rivalizar, contender.
atipata	<span foreground="#228B22">participio pasivo.</span> Vencido, -da. <span foreground="#228B22">Sinón:</span> <i>atipjata.</i>
atipiri	<span foreground="#228B22">adjetivo y sustantivo.</span> Vencedor, -ra. Que vence o triunfa.
atipjaña	<span foreground="#228B22">verbo transitivo.</span> Derrotar. Vencer, hacer huir. <span foreground="#228B22">Sinón:</span> <i>chhukhuyaña.</i>
atipkaya	<span foreground="#228B22">adjetivo.</span> Vencible. Que puede vencerse, superable.
atitiña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Vértebra cervical <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
atkataña	Arrimar con piedra.
ati qulu	<span foreground="#228B22">sustantivo.</span> Corcova. Joroba.
awachucha	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Variedad de papa o patata de primera calidad. Tiene la cáscara azul y los ojos blancos <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
awalla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> La niña primera que nace de dos en un parto y a la segunda se llama <i>ispalla</i><b> </b><span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
awaqaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Apretar la trama al estar tejiendo <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
awari	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Fábula, cuento. // Patraña <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>jawari.</i>
awariña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Contar fábulas como para entretenimiento <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>, <span foreground="#228B22">Sinón:</span> <i>jawariña.</i>
awatiña	<span foreground="#228B22">verbo transitivo.</span> Pacer. Apacentar, dar pasto a los ganados. <span foreground="#228B22">Sinón:</span> <i>manq'ayaña.</i>
awatiniña	<span foreground="#228B22">verbo transitivo.</span> Ir a pastar. Llevar o conducir el ganado al pasto. // <i>manq'ayaña</i>. Apacentar.
awatiri	<span foreground="#228B22">sustantivo.</span> Pastor, -ra. Persona que cuida el ganado. <span foreground="#228B22">Sinón:</span> <i>uywa awatiri.</i>
awatiri	<span foreground="#228B22">figurado.</span> Gobernador, -ra.
awatiwi	<span foreground="#228B22">sustantivo.</span> Lugar de pastoreo.
awayt'ayaña	<span foreground="#228B22">verbo transitivo.</span> Cobijar. Cubrir, abrigar. Cubrir una persona o cosa con algo para que no se enfríe. <span foreground="#228B22">Sinón:</span> <i>puncht'ayaña, jathapt'aña.</i>
awayu	<span foreground="#228B22">sustantivo.</span> Aguayo <span foreground="#660099">(de aymara)</span>.
awicha	<span foreground="#228B22">sustantivo.</span> Abuela. <span foreground="#228B22">Sinón:</span> <i>awichu.</i>
awicha	<span foreground="#228B22">sustantivo.</span> Antepasada. Deidad benigna que se cree que está cerca al fogón, en algún tejido o en ruinas antiguas. <span foreground="#228B22">Sinón:</span> <i>awichu.</i>
awila	<span foreground="#228B22">adjetivo y sustantivo.</span> Vieja. Animal hembra de mucha edad.
awilaptaña	Hacerse vieja. <span foreground="#228B22">Sinón:</span> <i>awilkiptaña, taykaptaña, taykaliptaña.</i>
awkch'i masi	<span foreground="#228B22">sustantivo.</span> Consuegro. <span foreground="#228B22">Sinón:</span> <i>awki lasi.</i>
awkch'i	<span foreground="#228B22">sustantivo.</span> Suegro.
awki	<span foreground="#228B22">sustantivo.</span> Padre. Anciano.
awki	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">figurado.</span> Patriarca. Anciano respetable. <span foreground="#228B22">Sinón:</span> <i>achachila.</i>
awki	<span foreground="#228B22">adjetivo.</span> Longevo, -<span foreground="#228B22">vocablo antiguo.</span>. Muy anciano o de larga edad. <span foreground="#228B22">Sinón:</span> <i>awkili.</i>
awki awki	<span foreground="#228B22">adjetivo.</span> Danza satírica sobre los ancianos españoles <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
awkichu	<span foreground="#228B22">sustantivo.</span> Criado, sirviente <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
awkili	<span foreground="#228B22">adjetivo y sustantivo.</span> Anciano. <span foreground="#228B22">Sinón:</span> <i>awkichu.</i>
awkili	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Decrépito. De edad muy avanzada y con achaques.
awkiptaña	<span foreground="#228B22">verbo intransitivo.</span> Envejecer. Hacerse viejo. <span foreground="#228B22">Sinón:</span> <i>awkiliptaña.</i>
awlla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Grande, es usado para referirse a agujeros, boquetes grandes <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
awlla	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">adjetivo.</span> Tejido ralo <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>. <span foreground="#228B22">Sinón:</span> <i>llaja.</i>
awqa	<span foreground="#228B22">adjetivo.</span> Hostil. Contrario, enemigo.
awqa	<span foreground="#228B22">sustantivo.</span> Adversario. Rival.
awqaku	<span foreground="#228B22">adjetivo.</span> Antagónico, -ca. Que denota antagonismo.
awqaña	<span foreground="#228B22">verbo transitivo.</span> Guerrear entre grupos o naciones.
awqa aru	<span foreground="#228B22">adjetivo y sustantivo.</span> Antónimo, palabra contraria.
awqasiña	<span foreground="#228B22">sustantivo.</span> Pelea. Combate. <span foreground="#228B22">Sinón:</span> <i>nuwasiña.</i>
awqasiña	<span foreground="#228B22">verbo intransitivo.</span> Lidiar. Batallar. Combatir, luchar, pelear. <span foreground="#228B22">Sinón:</span> <i>ch'axwaña, nuwasiña.</i>
awqa qallu	<span foreground="#228B22">adjetivo.</span> Hijo del enemigo.
awti	<span foreground="#228B22">sustantivo.</span> Sequía. Tiempo seco de larga duración. <span foreground="#228B22">Sinón:</span> <i>awti pacha, waña pacha.</i>
awtiña	<span foreground="#228B22">No estandarizado.</span> Tener hambre, tener necesidad de comer <span foreground="#696969">(Fuente: Ludovico Bertonio, Vocabulario de la lengua aymara, Juli, 1612, 1984)</span>.
awti pacha	Epoca o tiempo seco. <span foreground="#228B22">Sinón:</span> <i>waña pacha.</i>
awtjaña	<span foreground="#228B22">verbo intransitivo.</span> Tener hambre.
awtjata	<span foreground="#228B22">adjetivo y sustantivo.</span> Hambriento, -ta. Que tiene hambre. Famélico, -ca. <span foreground="#228B22">Sinón:</span> <i>manq'ata jiwata.</i>
awtu	<span foreground="#660099">(de castellano)</span>. <span foreground="#228B22">adjetivo.</span> Auto. Automóvil. Dícese de los aparatos que se mueven solos. Camión, camioneta, etc.
awtu thakhi	<span foreground="#228B22">sustantivo.</span> <span foreground="#228B22">neologismo.</span> Camino carretero.
awulliña	<span foreground="#228B22">verbo intransitivo.</span> Gañir. Aullar. Maullar. Dar maullidos.
awyuna	<span foreground="#228B22">No estandarizado.</span> <span foreground="#660099">(de castellano)</span>. <span foreground="#228B22">sustantivo.</span> Aeroplano. Avión <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>.
axa	<span foreground="#228B22">adjetivo.</span> Dócil. Obediente. <span foreground="#228B22">Sinón:</span> <i>llamp'u chuymani.</i>
axa	<span foreground="#228B22">adjetivo.</span> Manso, -sa. Aplíquese a los animales que no son bravos. <span foreground="#228B22">Sinón:</span> <i>aja.</i>
axa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Abra. Zanjón que deja la torrentera. <span foreground="#228B22">Ejem:</span> A<i>xaru jalanti</i>. Cayó en el abra (zanjón) <span foreground="#696969">(Fuente: Juan Luis Ayala Loayza, Diccionario Español-Aymara, Aymara-Español, Lima, 1988)</span>.
axa	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Acto de rebeldía y a la vez de amenaza (verbal), provocación <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
axachaña	<span foreground="#228B22">verbo transitivo.</span> Domesticar. Desbravar. Amansar el ganado cerril. <span foreground="#228B22">Sinón:</span> <i>axaptayaña.</i>
axana	<span foreground="#228B22">No estandarizado.</span> <span foreground="#660099">(Manco Capac)</span> <span foreground="#228B22">adjetivo.</span> Dícese del cordero o llama que sobresale por su singular belleza.
axana	<span foreground="#228B22">No estandarizado.</span> (Loa.) <span foreground="#228B22">adjetivo.</span> Dícese de cualquier cosa que sobresale por su belleza o colorido <span foreground="#696969">(Fuente: Manuel de Lucca, Diccionario Aymara-Castellano y Castellano-Aymara, La Paz, 1983)</span>.
axaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo transitivo.</span> Amenazar, desafiar, atemorizar dando a entender que se ejercitará todo acto que signifique daño al rival <span foreground="#696969">(Fuente: Erasmo Tarifa Ascarrunz, Diccionario Aymara-Castellano, La Paz, 1989)</span>.
axara	<span foreground="#228B22">adjetivo y sustantivo.</span> Variedad de quinua silvestre. <span foreground="#228B22">Sinón:</span> <i>ajara.</i>
axaraña	<span foreground="#228B22">verbo transitivo.</span> Abandonar la cría.
axarana	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">sustantivo.</span> Diafragma <span foreground="#696969">(Fuente: Educación Bilingüe/Puno, Diccionario Aymara-Castellano, Lima 1984)</span>. <i>Jark'a jark'a</i>.
axata	<span foreground="#228B22">adjetivo.</span> Cría desconocida (rechazada) por la madre (entre animales).
axata	<span foreground="#228B22">sustantivo.</span> Lugar que ha sido blanco del rayo.
Axawachaña	<span foreground="#228B22">No estandarizado.</span> <span foreground="#228B22">verbo intransitivo.</span> Alejar matorrales <span foreground="#696969">(Fuente: Pedro Miranda, Diccionario Breve Aymara-Castellano y Castellano-Aymara, La Paz, 1970)</span>.
axawiri axawiri	<span foreground="#228B22">sustantivo.</span> Planta medicinal de tallo subterráneo, es tuberosa y cuando hierve toma un color oscuro parecido al café.
axawiri	<span foreground="#228B22">sustantivo.</span> Una de las variedades fuertes de la papa <i>qhini</i>.
axchsuña	<span foreground="#228B22">verbo intransitivo.</span> Arrojar por la boca parte de la comida o algo parecido.
axi	<span foreground="#228B22">sustantivo.</span> Barranco. <span foreground="#228B22">Sinón:</span> <i>jaqhi.</i>
axlla	<span foreground="#228B22">adjetivo.</span> Mujer distinguida.
axruña	<span foreground="#228B22">verbo intransitivo.</span> Vomitar. Arrojar violentamente por la boca lo contenido en el estómago. <span foreground="#228B22">Sinón:</span> <i>kutiyaña, waq'aqiña, waq'aqsuña.</i>
axsaraña	<span foreground="#228B22">verbo transitivo.</span> Temer.
axsarayaña	<span foreground="#228B22">verbo transitivo.</span> Hacer temer.
axsaräña	<span foreground="#228B22">verbo transitivo.</span> Atemorizar. Causar temor. Amedrentar. Acobardar. Intimidar. <span foreground="#228B22">Sinón:</span> <i>axsarayaña, amullayaña, chhijuyaña.</i>
axsarayata	<span foreground="#228B22">participio pasivo.</span> Amilanado, -da. Acobardado. <span foreground="#228B22">Sinón:</span> <i>llaythaptata, amullayata.</i>
axsarayiri	<span foreground="#228B22">adjetivo.</span> Temerario, -ria. Temible, que causa temor. <span foreground="#228B22">Sinón:</span> <i>asxarayiri.</i>
