a	Vocal baja central.
kutana	<i>s.</i> Mortero. Utensilio para moler, moledora. || Mortero rústico para pulverizar cereales por frotamiento. Qhunana, qhuna.
kutay	<i>tr.</i> Moler. Quebrantar un cuerpo, recudiéndolo a menudísimas partes o a polvo. || Despedazar, desmenuzar. T'unay. || Moler con el mortero rústico hasta reducir a harina. Qhunay, qhinuy. || Moler cereales u otros con el molejón sobre el batán. Piqay (<i>&lt;A</i>).
kuti kuti	<i>s.</i> Frecuencia.
kuti	<i>s.</i> Mango. Parte por donde se ase un instrumento de labranza en la agricultura.
kuti	<i>s.</i> Regreso. Acción de regresar.
kuti	<i>s.</i> Vez. // Una vez: Juk kuti.
kutichina	<i>s.</i> Respuesta.
kutichiy, jay ñiy	<i>tr.</i> Contestar. Responder. || Contestar de manera malcriada. Kutipakuy.
kutichiy, kutirichiy	<i>tr.</i> Hacer volver, obligar a retornar. || Devolver.
kutichiy, qupuy, kutichipuy	<i>tr.</i> Devolver. Restituirla a la persona que la poseía. || Corresponder. Ayniy.
kutimpuy, kutimuy, jampuy	<i>intr.</i> Retornar aquí o hacia sí. || Retornar. Volver al lugar o a la situación anterior. Kutiy, kutipuy.
kutimuy, kutimpuy, jampuy	<i>intr.</i> Retornar aquí o hacia sí. || Retornar. Volver al lugar o a la situación anterior. Kutiy, kutipuy.
kutipakuy	<i>prnl.</i> y <i>tr.</i> Replicar, contestar en forma airada. || <i>fig.</i> Hablar de una misma cosa sin descanso.
kutipakuy	<i>s.</i> Réplica, contestación de protesta.
kutipuy, kutiy	<i>intr.</i> Retornar. Volver al lugar o a la situación anterior. || Retornar aquí o hacia sí. Kutimuy, kutimpuy, jampuy.
kutirimpuy	<i>intr.</i> Renacer. Volverá nacer.
kutiriy, kutiy, jampuy	<i>intr.</i> Regresar. Volver al lugar de donde se salió. || Regresar aquí. Kutimuy.
kutiriy, qhaliyay	<i>intr.</i> Recuperar. Recobrar. || <i>tr.</i> Hallar lo que mucho se buscó. Taripuy.
kutirpa	<i>s.</i> Rumia, rumiadura, acción de rumiar el ganado. || Salvado, afrecho, moyuelo.
kutisqa, qhuqa, t'uqra	<i>adj.</i> Descolorido, -da. Descolorado.
kutiy, kutiriy, jampuy	<i>intr.</i> Regresar. Volver al lugar de donde se salió. || Regresar aquí. Kutimuy.
kutuna	<i>s.</i> Camisa tipo saco.
kututu	<i>s.</i> Cobayo macho, llamado también conejillo de indias.
kuyuchiy	<i>tr.</i> Mover. Hacer que un cuerpo o parte de él cambie de posición o de situación. || <i>prnl.</i> Moverse. Kuyuy.
kuyurina	<i>s.</i> Flexión.
kuyuriy	<i>intr.</i> Empezar a moverse.
kuyusmanqu	<i>s.</i> Sitial, asiento de ceremonia.
kuyuy	<i>prnl.</i> Moverse. ||. <i>tr.</i> Mover. Hacer que un cuerpo o parte de él cambie de posición o de situación. Kuyuchiy.
kuywi	<i>s.</i> Silbido. || Trino de las aves.
kuywina	<i>s.</i> Silbato.
kuywiy	<i>intr.</i> Trinar las aves.
kh	Consonante oclusiva velar aspirada.
khacha	<i>adj.</i> Aplícase a la mugre encostrada y áspera. || Dícese de la piel callosa y pringosa.
khachayay	<i>intr.</i> Endurecerse la mugre.
khachi	<i>adj.</i> Dícese del alimento mezclado con tierra.
khachu, khani, qhamsa	<i>s.</i> Mordisco. Bocado dado con los dientes.
khachu	<i>s.</i> Pedazo que se saca mordiendo.
khachuy, kaniy, khaniy	<i>tr.</i> Morder. Asir con los dientes. || Dar mordiscos un animal que pelea o ataca. Qhamsay. || Romper y arrancar con los dientes. P'atay.
khachuy	<i>intr.</i> e <i>tr.</i> Comer frutos semiduros. || Comer tostado. K'utuy. || Dar de comer. Mikhuchiy. || Comer. Ingerir alimentos. Mikhuy.
khachuy	<i>tr.</i> Sacar pedazos mordiendo.
khaka, thaka, sankhu	<i>adj.</i> Denso, -sa. Espeso.
khaka	<i>adj.</i> Robusto, vigoroso y pesado.
khaka	<i>adj.</i> Tartamudo (Pot.).
khakachay	<i>tr.</i> Espesar, densificar, poner espeso o denso. || <i>fam.</i> Tupir o apretar.
khakay, khakaykuy	<i>tr.</i> Incrustar. Encajar, embutir algo en una superficie.
khakay	<i>intr.</i> Arrancar, desgajar (Pot.).
khakayay	<i>intr.</i> Volverse espeso.
khaku	<i>adj.</i> Gago, tartamudo, farfullero.
khakuy	<i>tr.</i> Frotar con las palmas de la mano cereales u otras cosas secas para limpiarlas.
khakyay, jap'ay, japay, khasay, qaqyay	<i>intr.</i> Eructar. Expeler con ruido gases por la boca.
khallasqa	<i>adj.</i> Hendido, rajado. || Cortado, -da. Desmochado, mutilado, tronchado. Mut'u, qhuru, qhurusqa.
khallasqa	<i>p.p.</i> Hendido, rajado.
khallay	<i>tr.</i> Tajar, abrir brecha o boquete. || Hender. Hendir, abrir grieta o rajadura ancha o larga. Ch'iqtay.
khallka	<i>adj.</i> Cascajoso, sa (JL).
khallka	<i>s.</i> Pedrusco, pedazo de piedra sin labrar.
khallkay	<i>tr.</i> Destrozar y convertir una piedra en guijo.
khallki, qalla	<i>s.</i> Adoquín. Piedra labrada para empedrados, etc.
khallkiy	<i>tr.</i> Adoquinar. Labrar o hacer adoquines.
khallpa	<i>s. y adj.</i> Mella dejada al desportillar una cosa.
khallpay, q'asay	<i>tr.</i> Mellar. Hacer mellas.
khallpi	<i>s.</i> Partículas de objeto desportillado.
khallpiy, k'allpiy, khallpay	<i>tr.</i> Desportillar. Romper algún pedazo de tiesto, sacarle algún fragmento a un tiesto, a un objeto de loza o arcilla.
khallu	<i>s.</i> Cada una de las mitades que ambas unidas forman un poncho, aguayo, manta o una frazada.
khallwa, maraq, wayanay	<i>s.</i> Golondrina. Pájaro insectívoro migratorio.
khallwa	<i>s.</i> Lanzadera.
khallwi, qhawchi	Khatu (JL). <i>adj.</i> Semicocido, -da. Mal cocido.
khamay	<i>intr.</i> Podrirse por completo la papa u otro tubérculo parecido.
khamuna	<i>adj.</i> Masticable. Que se puede masticar.
khamupakuq	<i>adj. y s.</i> Rumiante, que rumia.
khamupakuy	<i>tr.</i> Rumiar. Masticarlos rumiantes por segunda vez los alimentos que ya estuvieron en la primera cavidad estomacal.
khamusqa	<i>p.p.</i> Masticado.
khamuy	<i>tr.</i> Masticar. Mascar. || Masticar coca. Akulliy.
khanananay	<i>intr.</i> Rechinarlos dientes.
khani, qhamsa, khachu	<i>s.</i> Mordisco. Bocado dado con los dientes.
khaniq	<i>adj. y s.</i> Mordedor, que muerde.
khaniy, kaniy, khachuy	<i>tr.</i> Morder. Asir con los dientes. || Dar mordiscos un animal que pelea o ataca. Qhamsay. || Romper y arrancar con los dientes. P'atay.
khanki, q'asa	<i>adj.</i> Dícese del borde desportillado de una vasija.
khankiy, wit'uy, mut'uy, qhuruy, k'utuy	<i>tr.</i> Cercenar. Cortar las extremidades de alguno.
khankiy	<i>tr.</i> Desportillar una vasija.
khapa	<i>s.</i> Paso. Espacio entre el pie adelantado y el que queda atrás. || Pasos que se dan al andar. Thaski, thatki.
khapa	<i>s.</i> Zancada. Paso largo.
khapatay, sillariy	<i>intr.</i> Montar. Cabalgar.
khapay	<i>intr.</i> Dar zancadas o pasos largos.
khapaykachay, wiqruykachay, wiquykachay	<i>intr.</i> Zanquear. Torcer las piernas al andar.
khapaykachay	<i>intr.</i> Caminar a zancadas o a pasos grandes.
khapaykuy	Khapatay. <i>intr. y tr.</i> Cabalgar. Ponerse a horcajadas en una caballería.
khapiy	<i>intr.</i> Desgranarse, desprenderse los granos de una mazorca por sequedad.
khapu kay, qhaprayay, qhapra kay, chhallu kay	<i>s.</i> Fragilidad.
khapu, qhapra, cchay	<i>prnl.</i> Ramificarse. Esparcirse y dividirse en ramas.
khara	<i>s.</i> Estiércol barroso de los corrales. || Bosta. Estiércol de animales caballares. Uchha, chusu. || Boñiga, estiércol de ganado vacuno. Q'awa.
khari khari, t'ankar	<i>s.</i> Zarzamora. Zarza. || Fruto de la zarza. Siraka, sirasira puquy.
khariy	<i>tr.</i> Acuchillar. Dar cuchilladas, cortar.
kharka	<i>s. y adj.</i> <i>fam.</i> Suciedad encostrada y resistente adherida en los utensilios no lavados.
kharkachiy, manchachiy, llakllachiy	<i>tr.</i> Amedrentar. Atemorizar. || <i>prnl.</i> Amedrentarse, manchachikuy.
kharkatichiy, kharkachiy, llakllachiy, khatatichiy	<i>tr.</i> Estremecer. Hacer temblar. || <i>prnl.</i> Estremecerse. Llakllay, khatatiy, kharkay, kharkatiy.
kharkatina	<i>s.</i> Vibración, temblor, cimbreo.
kharkatiq	<i>adj.</i> Nervioso. Dícese de la persona cuyos nervios se excitan fácilmente.
kharkatiq	<i>adj.</i> Vibrante.
kharkatiy, khatatatay, chukchuy	<i>intr.</i> Tiritar. Temblar de frío.
kharkatiy, khatatay	<i>intr.</i> Temblar. Agitarse con movimiento repetido y continuado.
kharkatiy	<i>intr.</i> Vibrar.
kharkay, llakllay, khatatiy, kharkatiy	<i>intr.</i> Estremecerse. || <i>tr.</i> Estremecer. Hacer temblar. Kharkatichiy, kharkachiy, llakllachiy, khatatichiy.
kharkay, manchay	<i>tr.</i> Temer. Sentir temor de alguien o algo.
kharmin, QARMIN	<i>s.</i> Omoplato. Omóplato.
kharmu	<i>s.</i> Avío, provisión que se lleva en un viaje (<i>sinón:</i> Quqawi).
kharwa, jaq'arwi	<i>s.</i> Langosta.
khasa, jap'a, japa, khakya, qaqya	<i>s.</i> Eructo. Acto de eructar.
khasa	<i>adj.</i> Fácil de rasgarse o romperse.
khasa y, jap'ay, japay, qaqyay, khakyay	<i>intr.</i> Eructar. Expeler con ruido gases por la boca.
khasay	<i>tr.</i> Rasgar; romper o hacer pedazos, sin el auxilio de ningún instrumento.
khaskay, KHACHKAY, k'utkuy	<i>tr.</i> Roer. Cortar muy menudamente con los dientes parte de una cosa dura.
khaski kay, K'ATKI KAY	<i>s.</i> Ostentación, vanagloria.
khaski khaski, K'ATKI K'ATKI, saya saya, waphar	<i>adj.</i> Altanero. Altivo, ostentoso.
khastuy	<i>tr.</i> Rumiar. Masticar nuevamente el alimento que ya estuvo en el estómago.
khata	<i>adj.</i> Helado, yerto. || Yerto, -ta. Tieso, rígido. Tisi. Tar.
khatana, pirqa, churana	<i>s.</i> Alacena. Armario hecho en la pared.
khatatatay, kharkatiy, chukchuy	<i>intr.</i> Tiritar. Temblar de frío.
khatatay, kharkatiy	<i>intr.</i> Temblar. Agitarse con movimiento repetido y continuado.
khatatichiy, kharkatichiy, kharkachiy, llakllachiy	<i>tr.</i> Estremecer. Hacer temblar. || <i>prnl.</i> Estremecerse. Llakllay, khatatiy, kharkay, kharkatiy.
khatatiy, llakllay, kharkay, kharkatiy	<i>intr.</i> Estremecerse. || <i>tr.</i> Estremecer. Hacer temblar. Kharkatichiy, kharkachiy, llakllachiy, khatatichiy.
khatu (JL)	Qhawchi, khallwi. <i>adj.</i> Semicocido, -da. Mal cocido.
khawa, juñi	<i>s.</i> Madeja. Hilo recogido en vueltas iguales.
khaway	<i>tr.</i> Enmadejar, hacer madeja.
khaya	<i>s.</i> Chuño de oca. || Chuño blanco. <i>s.</i> Tunta, muraya. || Chuño. Fécula de la patata. Ch'uñu.
khichu	<i>s.</i> Hebra Trozo de hilo, filamento o estambre suficiente para hacer alguna costura.
khichuy	<i>tr.</i> Arrancar hilachas de un tejido. || Cortar hebras de hilo.
khiki	<i>s.</i> Acaro de la sarna. Arador, arácnido que produce la sarna.
khikuy	<i>tr.</i> Rascar el cuerpo cuando escuece.
khiñi	<i>adj.</i> Aplícase al pelo corto, espeso y crespo.
khipi	<i>s.</i> Dentera. Sensación desagradable que se experimenta en los dientes y encías.
khipichikuy	<i>prnl.</i> Contraer dentera.
khipiy	<i>tr.</i> Dar dentera.
khipu kamayuq	<i>s.</i> Experto en el manejo del khipu.
khipu, muqu, qhupu	<i>s.</i> Ñudo. Nudo.
khipu	<i>s.</i> Nudo. Anudamiento. || Sistema matemático, de contabilidad o de numeración usado por los incas, mediante el cual se consignaba la cronología. Khipu (JAL). || Coyuntura, protuberancia. Muqu.
khipu	<i>s.</i> Sistema de lenguaje gráfico de los incas a base de cordeles de diversos colores anudados de múltiples maneras (JL).
khipuy, khipuchay	<i>tr.</i> Anudar. Hacer nudos.
khipuy	<i>tr.</i> Anudar. Fijar las palabras en el sistema del khipu (JL).
khirki, khirkinchu	<i>s.</i> Armadillo. Quirquincho.
khirki	<i>adj.</i> Aspérrimo. Muy áspero.
khiska, kiska, KHICHKA	<i>s.</i> Espina. Púa vegetal.
khiskasapa, KHICHKASAPA	<i>adj.</i> Espinoso, lleno de espinas.
khiskay, KHICHKAY	<i>tr.</i> Espinar, punzar, herir con espina.
khiskilli	<i>s.</i> Cosquillas (<i>sinón:</i> Kulla).
khiskillichiy	<i>tr.</i> Hacer cosquillas, causar cosquillas.
khitukuy	<i>prnl. y r.</i> Frotarse, estregarse mucho.
khituna, t'illmiykama	<i>s.</i> Xilografía. Arte de grabar en madera.
khituy, qhituy	<i>tr.</i> Estregar. Frotar una cosa con otra. || Estregar, sobar, friccionar. Qhaquy.
khituy, qhituy	<i>tr.</i> Restregar. Frotar con fuerza.
khiwiy, kururuy	<i>tr.</i> Devanar. Disponer el hilo en ovillos.
khiwiy, mayt'uy	<i>tr.</i> Envolver. Enovillar, arrollar. || Adaptar en torno de una cosa una tela, papel, arpillera, etc. para cubrir o protegerla. P'intuy, p'istuy. || Hacer envoltorio. Mintuy, mint'uy.
khuchi (	<i>s.</i> Cochino. Cerdo, chancho.
khuchi wasi	<i>s.</i> Chiquero. Zahúrda. Pocilga, guarida del cerdo.
khuchi, millana	<i>adj.</i> Asqueroso. Que causa asco.
khuchi	<i>adj.</i> <i>fig.</i> Asqueroso, impúdico, deshonesto.
khuchi	<i>fig.</i> <i>adj.</i> Desaseado. || Sucio, -cia. Que tiene impurezas o manchas. Qhilli, ch'ichi, qhanra. || Impúdico, deshonesto, indecente, desvergonzado. Map'a.
khuchichakuy	<i>prnl.</i> Ensuciarse, emporcarse. || <i>fig.</i> Cometer actos inmorales.
khuchichay	<i>tr.</i> Hacer inmunda o sucia una cosa. || Ensuciar. Poner sucia una cosa. Ch'ichichay. || Poner mugre, manchar o ensuciar con mugre o grasa. Qhanrachay, qhillichay. || Ensuciar o llenar un sitio barrido con basuras. Q'upachay.
khuchuna, kuchuna	<i>s.</i> Cualquier instrumento cortante o para cortar. || Cuchillo. Tumi.
khuchuy, kuchuy	<i>tr.</i> Cortar. Separar una cosa con un instrumento afilado. || Cortar cabellos. Rutuy, ruthuy. || Cortar las mieses o la hierba. Ruthuy. || Cortar con tijeras. Khuchuy. || Cercenar, mutilar. Qhuruy. || Cortar la pulpa de la carne. Mat'ay.
khuchuy	<i>tr.</i> Cortar con cuchillo. || Cortar. Separar una cosa con un instrumento afilado. Kuchuy, khuchuy. || Cortar las mieses o la hierba. Ruthuy. || Cercenar, mutilar. Qhuruy. || Cortar la pulpa de la carne. Mat'ay.
khunay, k'amiy	<i>tr.</i> Amonestar. Reprender. || Advertir. Atiqllay.
khurku	<i>adj.</i> Inoportuno, intruso, molesto.
khurkuy	<i>tr.</i> Incomodar o molestar con una pretensión o solicitud.
khurpu	P'anku, qullu (JL). <i>s.</i> Coágulo. Grumo de líquido coagulado.
khuru, kuru, uru	<i>s.</i> Gusano. // Gusano acuático:Yaku khuru. || Lombriz de tierra. K'uyka, sillwi khuru.
khuru	<i>s.</i> Bicho. Animal pequeño.
khuska, khuchka, kuska	<i>adj.</i> Parejo, -ja. Igual, llano.
khuska, khuchka	<i>adj.</i> Parejo. || Igual. De la misma naturaleza o cantidad. Kikin.
khuska, khuchka	<i>adv.</i> Juntamente, juntos o juntas.
khuskachay, khuchkachay, pampachay	<i>tr.</i> Igualar, allanar.
khuskan wata, khuchkan wata	<i>s.</i> Semestre, medio año.
khuskan, khuchkan, kuskan	<i>s.</i> Mitad. Cualquiera de las dos partes iguales de un todo.
khuskanchay, khuchkanchay	<i>tr.</i> Allanar. || Igualar. Poner al igual. Kikinchay.
khuski, qhawakipa	<i>s.</i> Análisis. Examen minucioso.
khuskikuy	<i>prnl. y r.</i> Examinarse uno mismo los actos buenos o malos.
khuskipayay, khuskiykachay	<i>tr.</i> Escudriñar.
khuskiy	<i>tr.</i> Analizar. Hacer análisis de algo.
khuskiy	<i>tr.</i> Examinar, analizar. || Buscar cosas menudas y difíciles de encontrar.
khusku	<i>s.</i> Tinte, matiz.
khuskuq	<i>adj. y s.</i> Pintor, el o la que pinta o matiza.
khuskuy, kuskuy	<i>tr.</i> Matizar, juntar, casar diversos colores.
khusluy	<i>tr.</i> Esquilar, trasquilar, cortar muy bien o a ras de la piel. || Raer. Quitar o raspar la superficie de una cosa con raedera. K'isuy.
khusmu	<i>adj.</i> Octava parte de un entero. Un octavo.
khusmu	<i>s.</i> Rastrojo. Resto que cañas de la mies, que queda en la tierra después de la siega.
khutu, qhasasqa	<i>adj.</i> Helado, -da. Congelado.
khutuchiy, qhasachiy	<i>tr.</i> Congelar. Solidificar o endurecer un líquido sometiéndolo a la acción del frío. || <i>intr. y prnl.</i> Helar o congelarse. Khutuy.
khutuchiy	<i>tr.</i> Preparar helados, exponer algo a la acción del hielo, dejar congelar. || <i>tr. e intr.</i> Helar. Congelar. Qasay, qhasay. || <i>prnl.</i> Congelarse, entrar en coagulación aquello que se somete a la acción frígida. Khutuy.
khuturu	<i>s.</i> Cuajaron. Porción de sangre o de otro líquido que se ha cuajado.
khutuy	<i>intr.</i> Congelarse, entrar en coagulación aquello que se somete a la acción frígida. || <i>tr. e intr.</i> Helar. Congelar. Qasay, qhasay. || <i>tr.</i> Preparar helados, exponer algo a la acción del hielo, dejar congelar. Khutuchiy.
khutuy	<i>intr. y prnl.</i> Helar o congelarse. || <i>tr.</i> Congelar. Solidificar o endurecer un líquido sometiéndolo a la acción del frío. Khutuchiy.
khutuyay	<i>intr.</i> Congelarse, helarse. || Coagularse, cuajarse.
khuyakuq, khuyaq, khuyayniyuq	<i>adj.</i> Piadoso, -sa. Que tiene piedad.
khuyakuq, khuyayniyuq, khuyakuyniyuq	<i>adj.</i> Compasivo, -va.
khuyakuy, khuyapayay	<i>s.</i> Compasión. Aflicción por el mal o desgracia que sufre alguien.
khuyana	<i>adj.</i> Compasible, digno de amor o de compasión.
khuyana	<i>s.</i> Consideración.
khuyapayakuq	<i>adj.</i> Caritativo, -va. Que tiene, demuestra o ejercita la caridad.
khuyapayay	<i>s.</i> Generosidad. Compasión.
khuyaq, khuyakuq, khuyayniyuq	<i>adj. </i>Piadoso, -sa. Que tiene piedad.
khuyay, khuyapayay	<i>tr.</i> Compadecer. Sentir compasión.
khuyay	<i>s.</i> Compasión. || Munay. Amor. Inclinación o afecto a la persona. || Afecto entre personas. Munakuy. || Amor con ternura. Waylluy.
khuyay	<i>s.</i> Favor. Ayuda que se concede a uno.
khuyay	<i>s.</i> Lástima. Compasión. || Cosa que causa disgusto. Sunqu nanay.
khuyay	<i>tr.</i> Compadecer. || Waylluy, munay, munakuy. Amar. Tener amor a personas o cosas.
khuyay	<i>tr.</i> Favorecer. Compadecer, socorrer. || Ayudar a uno. Yanapay, jawmay, jaymay.
khuyayniyuq, khuyaq, khuyakuq	<i>adj.</i> Piadoso, -sa. Que tiene piedad (JL).
khuyuna (JL), wisñina, siwina	Wislulu. <i>s.</i> Silbato.
khuyuy, siwiy, quywiy, wisñiy	<i>intr.</i> Silbar. Dar silbidos.
k'	Consonante oclusiva velar glotalizada.
k'acha kay, alli kay, alli sunqu kay, llamp'u kay, llamp'u sunqu kay	<i>s.</i> Bondad. Calidad de bueno.
k'acha kay	<i>s.</i> Elegancia. Distinción, gracia y buen gusto.
k'acha sunqu, alli kaq, alli sunqu, alli sunquyuq	<i>adj.</i> Bondadoso, -sa. Lleno de bondad.
k'acha, munaycha, sumaq	<i>adj.</i> Linda, do. Hermoso, grato a la vista.
k'acha, sumaq, añay	<i>adj.</i> Bello, -lla. Hermoso, lindo.
k'acha	<i>adj.</i> Elegante. Dotado de gracia y nobleza.
k'acha	<i>adj.</i> Gustoso, agradable. || Bueno, -na. Que tiene bondad en su género. Sumaq. || Bueno, sano. Alli.
k'acha	<i>adj.</i> Simpático, -ca. Que inspira simpatía.
k'acha	<i>s.</i> Donaire. Gracia, elegancia.
k'achachacha	<i>s.</i> Destello. Fulgor, rayo de luz.
k'achachachay, pinchiy, lliplliy	<i>tr. e intr.</i> Destellar. Despedir destellos.
k'achachay	<i>tr.</i> Aliñar. Adornar. || Aderezar, preparar, componer. Allichay.
k'achallikuy	<i>r. y prnl.</i> Engalanarse, acicalarse, vestir con elegancia.
k'achalliy, achhalay	<i>tr.</i> Engalanar. Adornar, embellecer.
k'achanchay, kaskichay, achhalay, sañay	<i>tr.</i> Adornar. Engalanar con adornos. || Adornar con banderines o flores. T'ikachay, t'ikanchay.
k'achanpa	<i>s.</i> Danza típica incaica, en la que los personajes llevan el ritmo ladeando el tronco del cuerpo, o meciéndolo lateralmente. La k'achanpa es una de las danzas incaicas más hermosas, de factura distinguida o clásica (JAL).
k'achata (JL)	<i>adj.</i> Agraciado.
k'achata, wallpari	<i>adj.</i> Apuesto. Gallardo, gentil.
k'achayachiy, achhalachiy, sumaqchay	<i>tr.</i> Embellecer. Hacer bello, hermosear. || <i>prnl. y r.</i> Embellecerse. Sumaqchakuy, sumaqyay, k'achayay.
k'achayay, sumaqchakuy, sumaqyay	<i>intr.</i> Embellecerse. || <i>tr.</i> Embellecer. Hacer bello, hermosear. Achhalachiy, sumaqchay, k'achayachiy.
k'aja, ruphay unquy, k'aja unquy	<i>s.</i> Calentura. Fiebre (JL).
k'aja, ruphay	<i>s.</i> Calor. Temperatura elevada.
k'aja	<i>s.</i> Grieta, hendidura, abertura.
k'ajachiy, sansachiy	<i>tr.</i> Abrasar. Reducir a brasa. || Calentar demasiado. K'anachiy, ruphay.
k'ajachiy, sansachiy	<i>tr.</i> Causar bochorno el excesivo calor. || P'inqachiy, pukayachiy. Abochornar. Sonrojar. || <i>prnl.</i> Sonrojarse. P'inqakuy.
k'ajaq, rupha, ruphaq, k'anaq, k'ananaq	<i>adj.</i> Abrasador.
k'ajay	<i>intr.</i> Abrirse, partirse en grietas, reventarse por muy seco.
k'ajay	<i>intr.</i> Hacer calor.
k'aka	<i>s.</i> Grieta que por la acción del frío se forma en la piel.
k'akara	<i>s.</i> Cresta. Copete carnoso de algunas aves (JL).
k'aki	Qhaqlli (JL). <i>s.</i> Mentón. Barbilla o prominencia de la mandíbula inferior.
k'aki	<i>s.</i> Barba. Parte de la cara, debajo de la boca. || Pelo que nace en esta parte de la cara y en las mejillas. Sunk'a, sunkha, chhunka.
k'aki	<i>s.</i> Quijada. || La barbada, parte delantera de la quijada. Qhaqlli (JAL).
k'aklla, tullu	<i>s.</i> Hueso de la mejilla.
k'aklla	s Mejilla. Cada una de las dos prominencias faciales.
kakllancha	<i>s.</i> Bofetada (<i>sinón:</i> T'aqlla).
k'akllanchay, ch'aqllay, t'aqllay, qallanchay	<i>tr.</i> Abofetear. Dar de bofetadas.
k'aklla y, q'aqway	<i>tr.</i> Desgajar. Separar la rama del tronco de donde nace. Partir el tronco con la azuela.
k'akmay	<i>tr.</i> Asfixiar. || Atorar. Atragantar, atascar. Chakachiy. || <i>prnl.</i> Atascarse. Chakachikuy.
